uniprot_id,ph_optimum,ec_id
A3MSR0,8,2.5.1.3
P41277,6.5,3.1.3.21
P43593,8.75,3.4.19.12
C5YLL4,6.5,1.2.1.44
Q6XQK5,7,1.12.1.2
Q76LT2,5.5,2.7.1.63
Q8CHM7,7.875,4.1.2.63
P38361,9.5,
Q8U263,8.5,3.1.21.7
Q97WI2,7.8,3.1.1.96
Q8Y8Q5,9,7.2.2.10
P18632,10,4.2.2.2
Q9HKS9,6.5,1.3.1.101
Q5FB34,7.5,1.3.1.112
Q7CRQ0,8.25,1.1.1.203
Q9XDP2,9,2.8.2.22
A0A0S4IEN1,7.5,1.5.3.5
A6YM33,8.25,4.1.1.31
I1E3I6,7.8,1.6.2.4
Q9LFW1,6.8,5.4.99.30
Q03957,6.5,2.7.11.23
A0A0D1BZQ4,5,3.2.1.55
C9D7S2,7,3.2.1.132
Q86XF0,7.5,1.5.1.3
I0IJU1,8.5,1.4.1.28
A0A0G2K1W9,8.5,1.1.1.28
B5U983,8.5,4.3.1.24
Q5GS56,7.5,2.7.4.8
A5LHX0,5.5,2.4.3.6
O28294,7,1.1.1.382
Q24FB1,7,4.2.1.123
Q4L1M7,9,1.14.14.9
Q9BX68,7.5,3.9.1.-
O94788,7.75,1.2.1.36
C8WGQ3,7,1.1.1.391
P14900,9,6.3.2.9
A1A5H8,7.2,2.7.10.2
Q6J213,7.2,1.3.99.29
Q2XQ19,4.5,3.2.1.26
A2BD60,7.5,1.13.11.52
Q56R01,7,1.1.1.3
A0A024A6V9,5.5,3.2.1.37
A0A110AZ24,5,3.2.1.174
Q8RMD1,7.6,5.1.3.35
P30863,7.25,1.1.1.274
A0A8V1ABE9,8.5,4.3.1.18
C5BUF0,8.8,5.1.3.11
O88419,7.2,2.4.1.-; 2.4.1.274
P32584,7,2.1.1.100
H1AE12,7.5,3.2.1.62
Q9VSM6,7.4,3.4.11.1
J9XGP8,9,2.6.1.19
Q96F10,7.2,2.3.1.57
O88199,6.6,2.8.2.17
P97813,7.4,3.1.4.4
O23141,7.5,4.1.1.19
D4GTL3,7,4.1.3.1
Q3C1E2,7,1.14.12.15
P54001,7.5,1.14.11.2
P45040,8,2.5.1.47
Q4W2K4,7.5,1.17.1.3
Q8CVD0,7,1.3.99.33
P02963,7.5,3.5.1.41
P0AEK2,6.5,1.1.1.100
D3THI6,6.75,2.4.1.-
Q67BT3,7,
A0A087D2Y1,5,3.5.1.24
Q13557,7.8,2.7.11.17
A9U908,6,1.15.1.1
G8UQI0,7.4,4.2.1.126
P29237,7.75,1.5.1.42
A0A172WCE4,9,2.7.1.1
Q964D3,8.5,2.3.2.13
C6WFL3,7,4.2.3.155
Q84PP7,8,2.1.1.159
Q76FR7,7.5,1.3.1.42
A0A095AMW7,4.35,4.1.1.101
B7SY86,7.5,2.4.1.217
P36897,7.5,2.7.11.30
F1QCV2,8,3.5.1.48
Q6JGI2,8,2.3.3.16
P35028,5.65,2.7.4.3
A5F120,8,
C5XXT9,8,4.3.1.24
D8X180,8,4.2.2.2
Q9L9F1,7.75,2.5.1.111
P15848,5.6,3.1.6.12
Q7LYW5,6.5,2.4.1.245
Q975F9,8,2.7.7.37 ; 2.7.7.24 ; 2.3.1.276 ; 2.3.1.157 ; 2.7.7.23 ; 2.7.7.83 ; 2.7.7.9
Q6EPG8,7.8,2.1.1.4
Q55214,7.5,2.1.1.288
Q586W9,7.5,2.3.1.41
T1T1K2,7.9,1.15.1.1
Q4L332,8.5,4.4.1.13
O26918,7,2.4.2.54
Q8VYF5,8.5,3.5.1.53
Q9TTF5,7.4,3.2.2.6
P22143,7.7,4.2.1.69
Q37001,7.8,4.4.1.14
A0A0B5L773,6,3.2.1.132
Q53692,4.375,1.10.3.4
P35670,7.2,7.2.2.9
M5AIH9,7.6,3.7.1.1
Q2LC82,7,5.1.3.5
A0A345K402,3.8,3.1.1.11
Q9HAW9,7.5,2.4.1.17
C6FWG9,7.75,3.4.11.1
P60752,7.25,7.5.2.6
A2VA43,8,1.13.11.24
O69230,5,3.2.1.8
Q7U4Z9,8.5,2.1.1.161
Q9C5I1,7.5,2.7.7.44 ; 2.7.7.64
Q8WVY7,5,3.1.3.16
Q7XYS9,6.5,2.5.1.1; 2.5.1.10
Q07010,7.4,2.4.2.8
P9WIZ5,6,
Q9GZV3,9.5,
C0P9J6,9.6,1.2.1.19
S5U3X4,6.5,3.2.1.83
P19844,8.25,
Q9NX46,7.65,3.2.1.143
Q6PH75,6,3.4.22.1
Q7M181,7.25,5.1.1.15 ; 5.1.1.10
Q8C9A2,8.5,3.1.21.7
Q9D2R0,7,6.2.1.16
P75713,7.2,3.5.3.26
Q9DBK0,8,3.1.2.1
D9IL10,8,1.2.1.12
Q837U7,8.5,2.1.3.3 ; 2.1.3.6
A0A061FMF5,9.25,2.1.1.159
A0A1I7MT66,7,5.4.99.16
K4GGT4,7,2.4.1.368
Q8DVS2,9,3.4.14.11
O66223,8,3.4.14.5
Q96PE3,7.5,3.1.3.66
P54751,6,2.4.3.2
P15639,7.5,2.1.2.3 ; 3.5.4.10
Q8NBI6,7.2,2.4.2.62
A0A1W6ALG2,6.5,3.2.1.55
Q9FFT4,6.5,4.1.1.1
K7ZUA3,6.5,1.11.1.18
P19926,4,3.1.3.10
B1XPH5,7.5,2.3.1.180
O60476,6.75,3.2.1.113
D3JTC1,10.5,4.2.2.2
B6E9X1,8,2.7.7.7
P39116,9.45,4.2.2.2
A8B2U2,7.5,4.1.2.13
Q6RUJ2,7.6,6.3.1.2
O27026,6.8,4.1.1.31
P76469,8,4.1.2.53
Q75RY4,7.25,6.3.4.6
Q9A613,5,3.2.1.3
S8FIE4,3.25,1.10.3.2
A0A088CA41,6.2,4.2.2.26
C3SBW0,7.5,2.1.1.300
F6C6C1,5.75,3.2.1.-
A8PUY1,5.5,3.1.1.79
P0C8M1,8,3.1.1.4
Q675A5,4.5,2.3.1.-; 3.1.1.32; 3.1.1.4; 3.1.1.5
Q5LI17,8.3,2.5.1.31
Q9UBV7,6.6,2.4.1.133
O58453,7.5,3.5.1.14
Q0PGS3,6,1.1.3.4
Q4CW46,7.6,6.1.1.11
P86971,8,
Q2UVB3,7,2.4.2.38
Q848J2,7.2,1.21.99.5
F4K3M6,7,3.4.19.12
A0A140IL90,6.5,1.14.19.50
P94804,7.2,3.2.1.23 ; 3.2.1.38
D0KN27,6,5.6.2.4
P47897,7.35,6.1.1.18
Q9Z4S1,7.875,2.3.1.1; 2.3.1.35
P06839,5.6,5.6.2.3
P52700,7,3.5.2.6
Q5SKC5,7.5,3.2.2.27
Q6PI48,7.3,6.1.1.12
Q54324,7.5,2.7.7.102
Q5ZZ30,6,2.4.2.31
Q9LCT3,7.6,7.4.2.5
Q60042,5.75,3.2.1.8
A0A2Z5U3T3,4,3.2.1.28
Q8E919,7.8,
F1CMX0,7,1.14.15.30
Q97VM8,6.5,5.3.1.1
Q82YW6,4.5,4.1.1.112
Q6WE15,7.25,1.14.14.22
Q6HA04,2,3.4.23.1
Q920P0,7,1.1.1.10
D5KX75,6.5,3.2.1.21
P9WMK9,8,2.7.7.53
A0A286LNP2,5.5,3.2.1.8
Q9LCB9,7,3.2.1.32
C0SJS2,7.5,1.14.14.141
A0A830U7D1,7,1.14.13.19
A0A2U8JPY3,8,4.2.1.122 ; 4.2.1.20
P15737,4.5,3.2.1.39
Q9ZUY6,8,
F2YCN5,7.2,1.1.1.431
Q6Z9A3,7.5,2.7.7.13
Q920D2,7.5,1.5.1.3
Q94JQ3,8.5,2.1.2.1
A0A140CUL9,7.6,1.1.99.13
Q4QBL1,8,2.5.1.10
B8QIR1,7.5,3.4.22.-; 3.5.1.28
A4D0H5,7.2,1.14.19.58
A7KAU3,6,
Q5SHZ8,6,2.3.1.29; 2.3.1.47
P00375,7.625,1.5.1.3
Q3IXP7,8,1.3.1.75
Q0VZ68,8.8,5.4.3.6
O77206,6,1.13.12.18
B2MUU6,5.5,2.4.1.5
A5LH21,7,3.5.2.6
B8H1Z0,6.8,1.1.1.175
S5MK25,6,3.2.1.15
Q03084,7,2.4.1.303
Q9PZT1,7.25,3.1.21.-; 3.6.4.12
Q01532,7.5,3.4.22.40
I1MSF2,7.15,2.3.1.20
G3CHF0,7.5,3.2.1.81
Q43007,6,3.1.4.4
Q3ECS3,6,3.2.1.147
Q84JH5,7.5,2.7.7.13
P29051,8.75,1.4.1.2
O09460,6.9,4.1.1.49
P22789,6.5,2.8.2.14; 2.8.2.2
Q8VP44,7,2.4.1.20
Q13547,7.7,3.5.1.98
A0A2Y0HLE8,5,4.1.1.15
A6N8S2,7.5,1.1.1.47
Q5B153,5,3.2.1.89
D0A003,7.4,2.3.1.97
Q96HD9,7.5,3.5.1.114
Q59401,7.5,3.5.2.6
A0A0H3W535,3,3.2.1.37
K0A689,6,3.2.1.73
Q8R3U1,8,2.3.1.-; 3.1.1.32; 3.1.1.4
P73824,8.2,1.11.1.22
A0A109PTH9,8,4.2.2.-
Q5BG78,6.5,3.2.1.151
O60909,7,2.4.1.38
P28288,7.6,7.6.2.4
P09169,6.1,3.4.23.49
B1MCE2,7,2.1.1.374
A4V929,7,1.8.1.4
A7YBX2,8,5.3.4.1
Q59544,6,3.1.3.2
I3ZTN9,5.5,3.2.1.133 ; 3.2.1.2
A0A0A7RRF2,5,3.2.1.151
F2YTN5,8,2.1.1.-; 2.1.1.155; 2.1.1.82
O58433,8,5.3.1.23
P9WIA9,7.5,3.1.4.3
A8WEG5,7.5,1.6.2.2
G0RPY6,4.5,1.1.99.-
P92979,7,1.8.4.9
F1T242,7.25,1.1.1.4
P18394,7.25,2.3.1.277
Q6TMG4,8.5,5.1.99.5
Q6VCW3,7.5,2.1.1.231
O58237,4.75,3.2.1.25
A0A162J7F3,7,1.5.1.20
P80901,10,1.2.7.1
Q9M7B8,7.9,1.14.14.38
Q973H4,5,3.2.1.141
A0A0P0YNP7,7.5,2.4.1.236
P0DO41,6.9,1.14.14.-; 1.14.14.51; 1.14.14.53
P0ACV0,7.5,2.3.1.241
A0A0S2UQQ5,7,3.2.1.156
D9D7K9,4.75,3.1.3.8
O55023,7.25,3.1.3.25
Q19R71,7,3.2.1.23
Q6QF56,9,1.13.11.39
Q9ZR27,8.25,2.4.1.298
Q9R1E6,8.5,3.1.4.39
Q55080,8.5,1.11.1.7; 1.14.-.-
C7FF05,6.8,1.14.18.1
P54322,8,1.3.1.14
P38051,7.75,5.4.4.2
Q9Z2A5,7.4,2.3.2.8
Q97YC2,8.75,3.1.26.12
Q6E593,7.7,2.3.1.196
P62003,7.7,5.3.1.1
Q5JHF1,7.75,2.7.1.33 ; 2.7.1.169
P17814,7.5,6.2.1.12
G4RJQ1,6,4.2.1.39
Q8TFP1,4.5,3.2.1.151
A0NIJ1,8.5,1.1.1.202
Q5UVJ4,8.5,2.1.1.148
B4F9A4,8.5,1.1.1.285
Q91XQ5,6.8,2.8.2.33
P54225,9,4.98.1.1
G4V4T6,7.5,1.13.11.80
P06623,6,3.1.4.37
Q977X9,7.5,1.4.1.4
Q9LU86,8,1.11.1.24
P70645,7.5,3.4.22.40
Q9UUN9,5.5,1.1.1.2
Q3C1E0,7,1.14.12.15
Q9RN49,8,2.4.1.289
F2JR71,8,5.1.3.11
Q8BI55,7.4,2.7.12.1
O07427,8,3.1.1.23
Q8GT20,7.7,2.3.1.196
A9QXC9,9,3.1.1.3
P17182,7.5,4.2.1.11
P0A6W9,8.2,6.3.2.2
Q9F5K5,7.5,2.1.1.209
P0A776,8.875,3.6.1.61
Q76KX0,9,3.5.1.101
Q47RJ7,8,3.1.1.3
Q8EY89,6.5,1.18.1.2
Q9BEC7,7.8,4.1.3.3
C1JCL7,4.5,1.10.3.2
Q5AVP8,6,1.1.1.284
Q8LSC2,7,4.2.3.23
P0AGE6,5,1.6.-.-; 1.6.5.2
Q88JX8,7,4.2.1.83
G5CSR9,7.5,4.2.1.115
Q5W9R9,7,1.13.12.9
P38947,7,1.2.1.76
K7SW59,7.25,5.3.1.4
O07637,7.75,3.5.1.2
Q9HWH9,7.5,1.13.12.16
P74840,8,4.2.1.79
E3Q9X3,7,1.1.3.47 ; 1.1.3.7
Q9RDT3,8.5,2.7.13.3
C7AE94,8.4,2.1.1.267
Q1PS23,7.5,1.14.14.114
P42785,5.5,3.4.16.2
Q70J58,5,3.4.14.9
A0A1B1X3I2,8,1.3.2.3
Q7B8C0,6.5,3.1.1.81
B5THG6,7,3.1.1.1
O48676,6,2.4.1.195
Q8T3G2,5,3.1.3.16
A5XCL5,7.5,2.7.7.9
Q16820,7.633,3.4.24.63
A9KT32,7,2.4.1.279
Q3V1F8,5,3.3.2.10
P38435,7,4.1.1.90
D4GWR6,8.25,2.3.3.10
O00748,7.4,3.1.1.84 ; 3.1.1.1
Q8ZXY6,8.1,1.2.7.6
A0A0H2XI76,7,3.4.22.71
P0A6M4,7.8,3.1.1.96
Q92685,6.5,2.4.1.258
A0A088T0J9,5,3.2.1.176
P19236,8.25,3.4.21.-
Q8C0N2,7.45,2.3.1.15
Q754M0,7.5,2.4.2.9
P0DUN5,8,3.1.1.4
D8VDY4,8,3.1.1.81
Q6WAT5,8.4,1.1.1.44
P0DX29,8,3.1.1.1; 3.1.1.3; 3.1.1.74
P14735,7.4,3.4.24.56
P82125,7,1.1.1.263
Q95V75,8,3.4.11.1
B0NGC5,7.5,5.1.3.30
O95363,7.4,6.1.1.20
Q8GAJ0,9.8,1.5.3.21
D9IWR7,7.2,1.14.14.18
Q8NT48,7.8,2.6.1.19
O67501,7.75,3.6.1.1
P34210,6.1,3.4.23.49
B6FYX7,6.875,1.1.1.176
A4IT51,9,1.14.14.8; 1.14.14.9
Q7WZT5,7,3.1.1.2
A9ZT55,4,3.2.1.40
P13717,8.5,3.1.30.2
Q88S84,7.5,5.3.1.4
A0A1B1V4Q3,8.5,1.2.1.12
Q5NGA7,8.3,2.7.6.3
Q8BTY1,9,2.6.1.7
Q8IU26,4.5,3.2.1.17
Q0MVP3,7.25,3.1.1.3
B1A0U3,8.8,2.6.1.13
Q51507,6.8,4.2.99.21; 5.4.99.5
Q9P4W2,4.2,3.2.1.15
D8V3F2,8,3.2.1.14
Q9FA01,6,4.2.2.18
G0Y288,7.3,1.3.1.97
A1XG20,7.2,1.14.14.154
P40874,8,1.5.3.-
Q883P5,6,2.4.1.10
P46926,8,3.5.99.6
Q4DGV2,7,1.3.98.1
Q9FZ05,6,2.4.1.207
O54204,7,2.7.1.175
P0A853,7.9,4.1.99.1
A0A1S5WII4,5.2,3.4.22.15
P48567,8,5.4.99.25
Q9UVP6,3.5,1.11.1.16
P0A0Y1,7.9,2.7.7.6
Q9ZR26,8.5,2.4.1.298
Q6WZB0,8,1.14.11.41
Q7SFB0,6,3.2.1.31
Q6SZP8,8,6.4.1.2
Q9XB60,7.5,2.3.1.226
Q7L266,7.4,3.4.19.5
A0A2P1IUZ1,7,1.3.99.4
Q335W4,7,1.1.5.5
Q9K2N0,7,3.5.2.6
Q5JGP4,8,1.6.3.1 ; 1.6.3.2 ; 1.8.1.18
Q05638,7.3,3.2.1.14
O52582,7.5,1.8.1.14
O66064,6,3.2.1.4
A5IKD4,6,3.2.1.99
F8A9V0,6,1.1.1.28
P9WIB3,8,3.1.4.3
F6HLL8,5,3.2.1.39
P0CZ23,8.75,1.3.3.6
P11458,7.5,2.5.1.72
Q93TU6,7,3.7.1.18
Q9S6S1,6,3.4.13.9
K9S0X0,7,1.1.1.183
O57693,7,1.2.1.90
Q9LPR4,8.5,2.3.3.13
Q58YV9,7,2.4.1.308
Q9FRV0,5,3.2.1.14
E2IKQ9,3,3.4.23.1
Q03034,7.5,4.1.1.102
P00432,7.4,1.11.1.6
A4YDS4,8,1.1.1.35 ; 4.2.1.150
A3D2G6,8,3.5.1.105
F8WQK8,7,3.4.14.-
A0A133Q8U5,8.1,2.1.2.3 ; 3.5.4.10
P9WN83,8.25,1.2.1.12
Q01767,7.25,2.6.1.36
A0A1J4YSL8,6.5,2.7.4.1
C0HLL7,6,2.5.1.18
B0FZD9,8,3.1.4.4
E7FHL9,6.5,1.1.1.1
Q08341,8,3.2.1.54
Q8VY26,6,1.13.11.69
P09147,7.5,5.1.3.2
Q97XS9,6.5,1.2.1.24
Q7Z2H8,5.25,
P50455,7.5,1.1.1.85
Q06522,7.5,3.1.1.3
A0A1S6PUA4,7.5,4.-.-.-
Q9HYA4,9.8,1.4.1.21
O07177,7.5,2.7.1.175
P09148,8.5,2.7.7.12
Q8PU60,8.5,1.5.98.3
O43895,7.4,3.4.11.9
H6WCP4,9.6,1.1.1.12
O51096,7.5,3.4.11.10
Q8IT75,6,3.2.1.17
C4B644,7.75,1.14.14.24
O34539,8,2.4.1.384
G8Z9T0,6,3.4.22.1
P39888,7.5,1.14.13.200
Q9KZP3,7.5,2.7.8.41
Q5AAU5,4.75,3.2.1.28
Q45VU2,6.5,3.2.1.8
Q8NJP6,5.3,3.1.1.72
A0A1L6Z980,7,3.2.1.1
I3LRP8,7,2.8.2.2
D9TH31,7.5,5.1.3.11
S6D3Q2,5,1.1.5.11
P46022,6.25,2.4.99.28
Q96VH9,4.25,3.1.3.26
Q79EM7,9,1.2.1.78
W8GV60,6,3.2.1.65
Q9BZQ4,7.5,2.7.7.1
P9WNG3,7.5,2.3.1.180
Q84MC2,7,3.2.2.n1
Q5HG25,8,4.3.3.7
Q8KTW5,6.5,3.1.1.81
Q8YY76,8,2.3.2.15
Q4ZMV1,7.5,4.1.2.4
P07099,7.4,3.3.2.9
Q9HA47,7.6,2.7.1.48
F1SVH7,8.5,1.5.98.3
O70138,7.5,3.4.24.34
A2QJF7,4.75,3.2.1.20
P9WIT3,8,1.1.2.-
B8RCD2,7.5,1.1.1.319
C9E9N6,7,1.14.15.30
A0MTQ2,10,3.4.11.25
Q5BGU9,7,1.14.-.-
P0C565,7,2.5.1.67
P07374,7.175,3.5.1.5
A5IL43,4.5,3.2.1.192 ; 3.2.1.21
Q546P8,6,3.2.1.14
O26004,8,2.6.1.42
D2DK62,7,5.3.1.5
P16184,7.4,1.5.1.3
A0A064C3N0,7,1.1.1.292
Q8IJV6,5.5,2.7.4.3
Q9LHN8,6.5,1.14.11.61
Q8Y5E4,7.5,2.7.7.85
A0QQS4,8,3.6.1.15
Q9H3Q3,6.25,2.8.2.-
Q9BQ65,7.5,4.6.1.-
Q8IU80,7.4,3.4.21.109
Q9AGJ6,7.2,4.1.1.32
Q27793,6.5,2.1.1.45 ; 1.5.1.3
P36551,7.4,1.3.3.3
Q57286,6.7,7.2.4.3
Q65KZ6,9,3.4.19.13
G0Y286,7.3,2.5.1.103
Q973H2,5,5.4.99.15
O74199,5,3.2.1.14
Q9X0F2,6.5,3.2.1.31
U5JE22,9,2.7.1.16
G3YAL0,6.8,3.1.1.11
O93715,9,1.1.1.120; 1.1.1.359; 1.1.1.47; 1.1.1.48
Q9SPB1,6.5,1.6.2.6
P0DO76,8,4.1.2.66
A7LXT8,6.5,3.2.1.55
G0UZY5,8,3.4.11.2
Q8K0H1,8.25,
U5HT00,3.6,3.4.23.23
P56073,7.5,2.7.1.71
F4JKB6,7,3.1.26.5
W5RZ21,8,1.1.1.307 ; 1.1.1.431
Q09VU3,6.5,3.1.4.4
Q8ST54,7.5,2.7.1.1
Q7UXY8,7.5,2.4.1.266
P86993,6,
Q90VZ3,6,3.2.1.17
Q9SXJ7,7.5,3.6.1.-
A0A016VAH2,7.5,3.1.3.12
P60932,6.75,3.6.1.27
O26350,8,1.5.1.40
B4Y0U2,8,2.3.1.115
C3VA26,9,1.13.11.88
B3TZD8,7.4,6.2.1.5 ; 6.2.1.4
P0A731,7.5,4.2.3.3
Q9HIL6,6,3.2.1.21
Q06528,7.75,2.1.1.292
Q0VPF8,7.4,6.2.1.5
P0CT90,8,2.1.1.-
A0R0W9,7.1,3.2.1.28
Q9UUP5,7.4,1.5.1.3
Q6TV49,7.7,5.1.3.1
P52046,7.5,4.2.1.150
O25080,6,3.1.1.72; 3.5.1.-
Q8GB62,6.5,3.2.1.81
A0A1A9TAK5,6,1.1.1.-
P10081,6,3.6.4.13
Q8PU58,8.5,1.5.98.3
Q2VA41,7.5,2.4.1.1
H9N290,7.5,1.14.13.179
H9ZGD1,5.5,3.2.1.8
A5JZ19,7.5,1.14.99.29
A0A6C0PI29,5.5,3.1.1.73
P0DXE5,7.5,4.1.99.28
Q9F3K4,8,1.1.1.40
Q2HQR8,8.5,1.2.1.9
Q0C8L3,6,4.1.1.6
P19623,7.75,2.5.1.16
A0A1S5VH74,8.5,2.4.2.2
Q8BG07,5.25,3.1.16.1
A0A125T1T5,7,2.1.1.76 ; 2.1.1.267 ; 2.1.1.42
A0A016Q182,8,1.14.19.19
A0A2C9ETQ7,8,3.4.21.53
B6E9W4,7.8,1.1.1.39
A0A0H2UP35,7.5,3.2.1.86
Q9FI31,5.8,2.4.1.207
Q75PK6,6.5,4.1.1.35
A1B5Y0,7.5,1.3.8.12
A0A0S2E7Z1,7.2,2.3.1.-
Q7WTT9,7.5,
O06647,7.5,1.14.13.44
C9K2Z6,7.5,3.5.1.14
B4XC07,3.5,3.2.1.78
Q2WG72,5.5,4.8.1.4
Q40733,7.5,2.4.1.18
E7DJY5,6.8,3.1.1.73
G3MDB2,8,3.5.1.93
Q59I44,8,1.3.1.103
P29495,7.35,2.7.1.90
Q9SI64,7.5,4.1.1.19
P39400,8,1.1.1.414
P04181,7.9,2.6.1.13
Q57834,7.5,6.1.1.1
Q2HQR9,8.5,1.2.1.9
Q8KQ56,6.875,2.4.1.1
A0A2Z5VGV8,2.5,3.2.1.96
Q9C1V4,4.5,3.2.1.3
Q9AR67,7,4.2.3.23
B3VA59,7.5,2.4.1.335
Q5JDA9,7.6,2.7.7.74 ; 2.7.8.34
D2XEB3,7,4.2.3.19
A0A077HCY1,7.25,2.5.1.10
O93656,8,2.1.3.3
Q93968,8,5.1.1.18
P9WIS7,8,2.3.1.12
B8QHP5,7,1.14.14.80
Q8J0G1,4,3.2.1.80
Q5MAI6,9,3.1.1.3
B4FJN0,5,3.1.3.48
P0A717,9.75,2.7.6.1
P00491,7.125,2.4.2.1
Q003Y3,4.5,3.1.3.26
A7LFK1,7.5,2.5.1.18
P0CX79,6.8,3.5.1.1
Q62L02,7.9,1.3.1.9
P09832,7.6,1.4.1.13
Q316W1,7.5,7.3.2.6
A0A4D6BS73,6,3.1.1.117
M9XGK2,6.2,3.2.1.73
S4ULD7,7,1.13.11.12
Q9BVM4,8,4.3.2.9
Q7K5K9,7.4,3.4.11.1
Q8RM02,7.6,6.4.1.6
P24157,7,1.14.17.4
Q25998,7.6,2.7.7.102
A0A3A6N9T6,9,1.2.1.-
U6BQJ3,10.5,3.5.3.1
Q8TQP8,7,1.3.7.11
Q42707,5.125,3.2.1.186
O89107,7.2,3.1.21.-
E2IHE0,8,4.2.1.133
P36553,7,1.3.3.3
A0A060DAC6,8.5,3.2.1.1
Q9ZS50,6,3.1.3.2
A0LFF8,8.5,1.1.1.37
Q6KHA5,7.8,6.1.1.4
I3PB36,8,6.2.1.-; 6.2.1.12
A2R2V4,6,3.4.17.-
Q9UR08,7.6,4.2.3.9
Q95AJ2,8.5,3.1.3.11
P43478,7,3.2.1.83
Q8PZ67,7,1.5.7.2
A0R2E2,6,2.4.1.342
C6KI04,8,3.4.11.5
Q4D192,8,2.7.2.3
Q8VPT7,7.5,4.1.99.11
C4M5H3,7.5,6.5.1.1
P54965,4.5,3.5.1.24
Q8G545,7,2.6.1.16
P60720,7.5,2.3.1.181
Q1XIR9,5.5,3.2.1.182; 3.2.1.21
O34939,8,2.1.1.37
A0A2Z5V6P9,6,2.4.1.136
E3TBJ3,7,3.2.1.55
K9UV87,8,1.2.1.67
A1IGV8,8.5,3.2.1.158
P16469,7.4,1.13.11.31
Q57872,7.5,3.5.4.30
O14412,6,3.2.1.73
B6SED6,5.5,3.2.1.41
P31153,7.4,2.5.1.6
L7R9X8,8,3.3.2.9
Q58576,7.5,
A0A4Y5PV56,7,1.5.1.7
A0A3T0KHC6,7,1.1.1.1
D3YZG8,8,1.5.1.5
Q6PQK2,6,1.7.6.1
P15586,7.5,3.1.6.14
C8KIP3,7.5,1.4.1.13
Q4WP32,8,1.14.99.56
Q3YJM9,7.25,3.1.1.3
Q9LJK3,7.5,2.3.1.24
Q57878,5.5,2.4.2.48
M9VR53,7,3.1.1.73
A4PIB0,5,1.1.1.215
Q8J0D5,9,3.4.24.-
Q9JP48,7.5,2.4.2.37
C0HLA3,7.5,3.4.21.-
Q93PS7,8.6,3.1.1.57
P0DTR5,6.5,3.2.1.-
P0AGD1,6.8,1.15.1.1
Q6Q271,7.5,1.14.14.9
Q3M5Z3,9.6,4.3.1.24
Q9HA82,7.45,2.3.1.297 ; 2.3.1.24
Q8KQK1,7.5,3.1.1.113
A0A0F7Q1T8,6.5,3.2.1.4
A0A3S4PHH6,6.75,1.1.3.6
Q44238,8.5,3.1.8.1; 3.4.13.9; 3.8.2.2
P45983,7.5,2.7.11.24
A4GE70,7.9,2.1.1.160
Q07296,8,6.3.2.6
B1HX72,7.4,1.1.1.244
Q54J94,7.5,5.6.2.3
D2DMF3,5,3.2.1.167
P94449,8,4.2.2.10
C5HG86,8,1.8.3.1
Q548K3,7.4,2.5.1.29
P26901,12,1.11.1.6
P0CY27,4.75,3.4.23.24
A7ZG21,7.5,2.7.4.7
Q8N8Q3,8,3.1.27.8
A0A0K0M737,4.5,3.2.1.39
B2BZ80,6,3.2.1.8
G8TCS8,8,2.7.7.8
A0A2P1BT06,7.8,6.2.1.34
O80803,7.2,2.4.1.207
Q06749,7.05,4.2.2.3
Q8X655,8,1.13.11.4
Q0VTC7,6,1.18.1.2
D4GST8,10.5,1.1.1.343
A0A1I9LRU1,6.5,2.7.1.46
A7XS03,5,3.2.1.31
Q9LXG9,8.5,1.13.11.20
P30837,7.5,1.2.1.3
C7DT60,5,2.4.1.5
D5LNB6,6.5,6.2.1.12
Q8VXG7,8.25,4.3.1.25
C6JUF6,7.5,1.17.9.1
P25374,8.5,2.8.1.7
P9WHR2,7,3.4.21.-
P39386,9.125,
P61086,7.75,2.3.2.24 ; 2.3.2.23
A0A1L7HA00,5.8,3.2.1.55
O08889,5.5,2.8.2.-
P0A8I8,8,2.1.1.177
B3PBD9,6.25,3.2.1.177
Q8IUX4,6.5,3.5.4.38
A7YBW7,8,5.3.4.1
Q8X211,4,3.2.1.139
H1XW48,7,3.4.14.4
Q12535,4.5,3.1.1.11
H1AAU7,5,3.2.1.3
P32783,8,2.1.1.56
A9WC36,7.65,5.4.1.3
Q10712,8,3.4.11.1
Q8RLY4,6,2.4.2.6
A0A482A9N4,7.5,1.14.99.56
E7FI87,3.15,3.2.1.35
C5NSV0,8,3.4.11.1
Q608T2,7,1.1.1.81
Q84F16,7,4.1.1.83
Q9M040,7,4.1.1.1
A0A1V0D8Y5,7.2,4.2.3.107
A0A0H2UPI3,8,6.3.2.49
Q9PF60,5.1,3.2.1.4
D4N892,9,6.3.2.2 ; 6.3.2.3
Q4W941,7.3,1.13.11.62
D4GV57,7,4.1.2.14
Q9V6K1,7.65,3.4.14.10
Q9N9H4,5,3.4.23.-
Q6Z244,7.4,1.14.11.-
Q973W9,8,3.4.19.1
Q331Q6,7.5,2.1.1.231
Q00555,7.3,5.6.1.6
P38715,5,1.1.1.431
P76149,8.2,1.2.1.16
Q15JG7,7.2,1.14.11.52
Q9K864,7.5,1.21.98.1
Q8RIU8,8.3,1.5.3.25
B0LS89,8,3.2.1.14
P71018,7.5,2.3.1.274
Q92484,7,3.1.4.1
Q9X1X7,7.5,2.5.1.72
A0A140N5X9,7.5,2.1.1.166
Q9FGY1,5,3.2.1.37
O83522,7,1.11.1.24
Q38882,6.5,3.1.4.4
