uniprot_id,ph_optimum,ec_id
Q96AK3,6.5,3.5.4.38
Q5I0E9,7.95,
Q0JZG9,8.5,3.1.1.75
Q9LD80,9,1.7.3.3
Q7G192,8,1.2.3.7
Q13404,7.5,2.3.2.24
Q70GH4,6,3.4.14.9
Q5SHW6,8.5,2.4.2.7
P50465,7.5,3.2.2.23
O54259,7,1.13.12.22
Q5JD05,7.45,2.7.1.11 ; 2.7.1.146
P9WIB9,7,5.4.99.5
Q39232,5.5,
I2FIL2,4.5,4.2.2.23
Q9ZSA8,6,1.14.11.-; 1.14.13.-
P67603,8,3.5.1.135
C1DTU5,7.5,4.2.1.1
Q10468,7.35,2.4.1.92
Q9R6Y4,9,2.3.3.16
A9TXA6,7.5,3.2.2.1
Q9M7B7,7.9,1.14.14.38
P75823,8.375,4.1.2.48
H2KXA2,8.5,1.8.5.8
Q59977,7.5,2.3.3.16
A0A223LRZ7,6.4,1.1.1.303 ; 1.1.1.4
B5L0W0,6,3.2.1.14
P0CX77,6.8,3.5.1.1
W8GG09,7.5,3.4.11.5
Q9HHC4,8,6.5.1.1
A0A060S684,7.5,3.1.1.42
Q5KTC7,5,3.5.1.23; 3.5.1.60
T2HRP0,5,3.2.1.8
Q4VRW6,5.5,3.4.22.1
P16406,7.3,3.4.11.7
B3U3D9,7.5,4.2.2.7
P56463,7,2.4.2.1
Q9H2A9,7.2,2.8.2.-
P27620,7.25,2.4.1.187
Q8TGH6,7.5,3.6.1.42
Q9X0G9,8,5.3.1.6
A0A0N9HMW6,9.5,6.3.4.20
Q91401,9,3.4.24.43
Q9SDW9,7.3,2.5.1.21
Q3YW59,7,7.2.2.12
Q84LA1,5,3.2.1.153
Q5JHY2,8,1.6.3.1
E0XN39,7,3.2.1.73
Q8KBL0,7.8,4.2.1.169 ; 4.2.1.165
A7LLT8,7,1.1.99.1
Q980Q4,5.3,2.4.2.9
A0A385J6X8,7,4.2.3.89 ; 4.2.3.57
Q9HCG7,5.9,3.2.1.45
Q767J3,6.5,3.1.21.1
P06961,7,3.1.4.16 ; 3.1.4.37
Q16MV7,9.5,1.2.1.94
A4IP64,8,1.1.1.1 ; 1.1.1.192
Q47VZ4,8,3.1.13.3
Q6QDR4,4.75,3.2.1.14
Q88Q83,8.5,1.4.3.19
Q04937,6.75,3.2.1.26
Q9Y617,6.9,2.6.1.52
Q0QWG5,8,3.4.17.1
P49459,7.5,2.3.2.24
P39065,7.5,2.3.1.-
A0A7G4NVP2,7,1.1.1.4
C1MQM1,7,2.3.1.51
P97570,7,3.1.1.4; 3.1.1.5; 3.1.2.2
Q5SJG5,7.5,3.2.2.27
C0K087,7.2,3.1.3.26
Q3IYF1,5.7,2.7.2.18
O00219,7.1,2.4.1.212
Q4PJW3,7.4,1.14.14.154
A0A1D8DGR2,4.5,3.2.1.3
Q41539,7,3.2.1.14
P00915,7.633,4.2.1.1
P05089,9.375,3.5.3.1
P17988,7,2.8.2.1
A0A0A0PTJ7,6.05,1.1.1.219
Q84X96,7.2,1.1.1.35
Q9M4G3,9.5,2.7.7.38
H9TUK5,4.25,3.1.3.8 ; 3.1.3.26
Q7CPF5,7,2.7.1.229
P84142,5.3,3.6.1.7
Q97YX6,7.5,3.1.21.10
Q9AJE3,7.15,4.2.3.36
P08499,7.5,1.1.1.3
Q8L8B8,6.5,3.2.2.n1
P35218,8,4.2.1.1
P96645,6.5,3.2.1.17; 3.4.-.-
Q6Q874,7.75,2.5.1.122
Q6ZJJ1,7,1.11.1.11
D5LIR7,7.5,3.7.1.1
Q9Y2X8,7.5,2.3.2.24
Q20CK6,7.4,2.4.1.17
Q3THK7,7.6,6.3.5.2
Q58667,9,4.2.1.114
Q08477,7.5,1.14.14.1; 1.14.14.79; 1.14.14.94
Q2ULB2,5.5,3.2.1.113
Q2QFX1,8,3.1.1.3
Q6AVT2,7,2.7.7.27
P22862,9,1.-.-.-; 3.1.1.2
O64925,9,2.4.1.242
P54840,8.25,2.4.1.11
P0DXD4,8,4.3.2.1
Q9WYJ1,9,4.3.1.17; 4.3.1.19
Q8L5K3,7,4.2.3.20
Q69ZF3,6.5,2.4.1.-; 3.2.1.-; 3.2.1.45; 3.2.1.46
Q2UVH8,8.25,3.4.21.10
L7N697,7.5,3.1.1.-
D1MX72,6.75,1.5.1.3
Q9S5E2,7.733,4.2.3.124
C0HK05,8,3.1.1.4
P62483,7.3,1.1.1.-
P18956,10,2.3.2.2
U5S003,7.5,1.14.13.-
G3XD98,7.6,2.7.13.3
Q9WY79,9.4,6.3.2.37; 6.3.2.7
Q8U022,8,1.5.5.2
Q5F809,7,1.11.1.7
I1S3C6,6,3.2.1.8
C7SEV1,4.8,3.2.1.22
I3ZTQ5,5,3.2.1.54
Q5FQJ0,6.5,1.1.1.184
P25081,8.5,5.3.1.8
P06547,7.5,3.2.1.2
O28046,10.5,3.6.1.66
P14789,8.5,3.4.24.-
P05116,7,1.14.17.4
A5HIG4,7.5,1.15.1.1
P52074,8.4,1.1.99.14
Q5MYA1,7.3,2.3.1.30
P55265,7,3.5.4.37
O02705,7.4,3.6.4.10
A8QDF0,5.5,3.1.1.79
Q58806,9,1.2.1.22
P06564,9,3.2.1.4
Q8GTB6,5.75,1.21.3.7
Q8GRC3,7.5,2.4.1.64
P27680,7,2.1.1.64 ; 2.1.1.222 ; 2.1.1.114
P81593,6.6,3.5.99.11
P00183,7.3,1.14.15.1
O53166,8,4.2.1.3; 4.2.1.99
Q9SPV4,7.5,2.1.1.274 ; 2.1.1.273
W8CR80,9.8,4.2.2.2
P94494,10.25,5.1.1.1
Q52TE7,7.4,1.14.14.1
Q5LH68,7,2.4.1.281
Q9XCD4,6.25,3.2.1.176 ; 3.2.1.74
A0A089H0K2,7,1.11.1.11
P92949,5,1.16.1.10
Q9SC14,9.3,2.5.1.46
P00175,7.25,1.1.2.3
Q8R7L0,8,2.4.2.8
Q70DK5,6.4,3.2.1.155
Q8NQ98,7.625,4.2.1.3; 4.2.1.99
P20906,7,4.1.1.7
Q643C8,8,2.6.1.107
A1VMN2,7,4.2.1.41
Q15759,7.5,2.7.11.24
Q6UQ31,7.75,3.6.1.1
Q8IJ32,8,3.6.5.5
C0HK22,6.5,
P00359,8.6,1.2.1.12
F8JPG4,8.1,2.5.1.63
Q304Q4,7.25,1.14.14.81
A0A0U4VEK2,6.5,3.2.1.1
Q1M964,7.5,3.1.3.-; 3.1.4.-
R4WHQ8,5.5,3.2.1.96
D5JBW8,8,1.14.14.95
Q9C0I1,7.4,3.1.3.64
P09158,7.5,2.5.1.16
Q2PGV8,6,3.2.1.8
A0A075Q354,5.25,4.1.1.1
P9WIQ3,7.2,1.18.1.6
Q9RB42,7,4.2.2.11
O53444,7,3.5.1.104
G0TES6,5,3.2.1.55
A0A0A1C3U6,7.5,3.2.1.32
P54857,8,3.1.1.3
O43272,7.2,1.5.5.2
P00723,6.8,3.2.1.23
P73493,7.5,6.3.2.3
P87161,4.1,3.2.1.171
B3XPZ2,3,3.5.1.5
P30041,7,2.3.1.23 ; 1.11.1.27
O57963,7.2,6.1.1.6
A0A290N3S7,7.8,2.3.1.304
P96740,5,3.4.19.-
P25323,7.5,2.7.11.18
F9VPG1,5.75,4.1.2.55
O67625,7.25,1.17.7.4
C0HJY2,5.5,3.4.22.-
P9WQ13,6,3.1.21.2
Q9FK25,7.5,2.1.1.42
P21693,7.5,3.6.4.13
D3UAG2,6.25,2.4.1.-
Q47474,7.5,3.1.1.11
Q9V2Z7,6.5,2.7.1.146
P69910,4.65,4.1.1.15
Q5JGG6,5,5.1.1.-; 5.1.1.2
J9XGZ5,9,2.6.1.19 ; 2.6.1.96
Q4JQJ3,8.5,4.2.1.108
O34453,7.4,1.14.13.39
Q9Y5Y6,8.033,3.4.21.109
Q1JUL1,7,3.2.1.14
P51107,7.5,1.1.1.219
A0A0E3JT70,7.5,1.2.7.11
A0R6E0,6.55,3.2.1.1; 5.4.99.16
O34714,4.5,4.1.1.2
Q9F918,7.5,3.5.2.6
F1CGX0,4.5,3.2.1.26
Q8YZ99,7.5,3.1.2.6
P9WGG3,9,2.3.1.286
P85968,8,1.1.1.44
Q2FV22,8.5,6.3.2.1
O80400,7,2.3.1.156; 2.3.1.74
P9WK16,7.5,2.3.3.9
Q6ZVK8,8.5,3.6.1.58
O34928,7,3.5.1.-
P07862,7.5,6.3.2.4
Q8TZE9,8.8,3.1.11.1
A1XBT9,6.5,3.2.1.28
V9SFA1,7,1.1.1.1
P0A433,8,3.1.8.2
P11935,7.5,1.14.20.1
Q9ZR25,8.5,2.4.1.298
Q8ZLM7,7,3.5.1.88
D2KBH9,7.5,3.4.24.21
O95870,7.6,3.1.-.-; 3.1.1.23
P39142,5.5,2.4.2.2
O49543,8.5,2.8.1.7
P40881,7.8,4.2.1.1
B7VF77,5.5,4.1.2.10
Q5BA93,8,4.2.2.2
A6NK06,7,4.1.1.6
Q16MV5,9.5,1.2.1.94
D2PPM7,7.9,3.2.1.204
Q8A8Y4,5.5,2.4.1.320
O23507,7.5,3.4.24.-
A8PB24,8,3.1.1.72
Q94K85,5.5,3.4.22.-
D3JU53,9,4.2.1.47
P95474,7.2,2.7.2.2
A0A2L0E8V5,6,2.4.1.207
Q5SIY4,7.7,1.1.1.85
F2YTN4,7.5,2.1.1.-; 2.1.1.267
B8ZJH0,7.5,6.3.1.2
Q4U1I4,6.2,1.2.1.44
Q9HX42,7.6,2.7.13.3
P81831,8.1,4.1.1.31
I3VY89,7,1.2.1.59
G9M9M5,7.2,1.14.11.61; 1.14.11.62
U6NHS3,7.6,1.14.14.137
P00940,8,5.3.1.1
P30615,7.2,2.7.1.40
P83218,7.8,3.1.1.11
Q2WCS9,5.5,1.4.1.4
Q96H96,7.4,2.5.1.39
P40360,9,2.3.1.1
Q00460,6.8,1.14.13.236
C9K501,6,1.1.2.8
M4QSY7,8,2.5.1.69
A0R3C8,8,2.7.6.1
Q46507,8,1.12.1.3
O52629,5,3.2.1.23
Q9HIC2,7.6,5.3.1.9
A0A0D5A4E4,6,3.2.1.80
Q9I9R4,7.7,3.4.24.-
Q8TLW1,7.5,6.2.1.2
Q8RVW0,6,1.11.1.7
O33830,7.5,3.2.1.20
Q9LV33,4.5,3.2.1.21
Q9Y093,7.5,2.6.1.16
D5LNB5,7.5,6.2.1.12
P38719,7.4,3.6.4.13
Q9FDS1,9.5,1.2.1.48
U5PZT6,7.5,4.2.3.-; 4.2.3.123; 4.2.3.25; 4.2.3.26; 4.2.3.38; 4.2.3.47; 4.2.3.55; 4.2.3.81
B3GGC7,5.5,3.2.1.14
O42446,8,3.1.21.1
Q47PU3,7.633,1.14.13.92
O52958,7,2.7.6.1
A0A8G1A3Q5,4.5,3.2.1.14
Q9UL01,5.5,5.1.3.19
Q57236,7.4,3.4.24.69
P07688,7.4,3.4.22.1
B8YJM2,5.5,3.2.1.26
A0R5N0,7.6,1.14.99.50
A1A3T0,7,3.2.1.23
Q68G83,7.5,4.3.1.24
Q6PNM8,7.55,3.7.1.1
O86028,7,5.4.99.2
Q8PYZ8,7.5,7.1.3.2
P45370,7.8,2.3.1.-
Q9LBK2,8,4.2.1.119
O67644,9,3.1.26.4
A0A1R1AUM9,7.5,1.14.11.55
Q9M1W4,7.5,2.1.1.10
A0A2Z5VGN0,2.5,3.2.1.96
P14489,7,3.5.2.6
Q0R3W5,7.25,3.5.1.11
Q9YE85,7.5,4.6.1.16
O23813,7.5,1.8.7.1
P35196,7.4,2.5.1.87
D2Z025,8,3.5.3.25
Q4KCL8,7,3.5.5.7
Q9QT64,10.5,4.2.2.3
G2ITT5,6,1.14.13.-
P17585,8,2.7.7.-
O15922,7.5,4.2.99.18
O08342,4,3.2.1.4
Q8CIG3,8.5,1.14.99.66
E6Y8N8,7.8,1.15.1.1
A8INZ7,7.5,2.3.1.20
Q6RHY1,6,2.4.1.207
A7WNU2,5,3.2.1.91 ; 3.2.1.176
C4PAW8,8.2,3.1.3.37
P00935,7.8,2.5.1.48
H8YHP4,7.5,1.15.1.1
O82730,8.5,2.4.1.46
Q6Y9Y8,8,4.1.1.39
O93785,6,3.2.1.21
P37136,8,3.1.1.7
B8QHP3,7,1.14.14.80
Q72SL8,7,3.4.24.70
E5F146,7.5,1.1.1.344
P05117,4.6,3.2.1.15
P38115,10,1.1.1.117
O87082,7.2,1.14.13.69
P32173,7.2,2.7.7.77
A0S5Z5,6,1.8.5.1
Q99MA2,7,3.4.11.9
P33677,6.5,1.17.1.9
Q97D83,7,1.11.1.1
Q43316,8.1,2.5.1.61
G4VJD6,7.8,1.5.1.3
F5Z5S7,7.5,1.2.1.65
Q8U2A4,8.4,2.2.1.6
A0A160PRJ4,7.4,2.7.1.63
E5DHH4,5,3.4.22.15
Q9P451,10,3.1.1.3
A5UP31,7.5,3.4.21.53
O32323,9,2.5.1.44
A8YBP8,7,2.5.1.47
P37484,8.85,3.1.4.59
Q5VJM8,4.5,3.4.22.1
Q877I0,4,4.1.2.4
Q3L1D1,6,1.1.99.29
A8YZR7,8,3.5.99.6
A0A191T893,7.4,4.1.99.5
Q96FL8,8.25,
W0KM71,8,3.5.1.1
P32138,6,3.2.1.199
Q9X1L0,7.75,5.1.1.7
M4MBM1,8,3.4.11.5
A0A223FUT7,8,3.2.1.83
P09347,8,1.1.1.327
Q7XJ02,7,1.11.1.11
A1JHN0,8.5,2.5.1.117
Q4E4E1,8.75,2.7.1.2
Q5SHB0,8,3.5.1.42
P37402,6.25,1.1.1.169
P0A9G6,6.9,4.1.3.1
A7TZT2,8,2.4.1.246
Q2HWU5,6,3.2.1.70
Q4TZQ3,8,3.1.1.79
B5UAT8,9.5,6.3.2.48
Q9Y5R4,7.5,2.1.1.297
P9WJL3,8.5,6.3.2.13
P54419,8,2.5.1.6
Q30NV2,7.5,2.7.4.7
Q5D8X4,5.5,7.2.1.3
Q5ZIZ4,6.5,2.7.1.77; 3.1.3.5; 3.1.3.99
Q6T1W7,7.4,2.3.1.197
Q9A1Y0,6.5,3.1.3.48
G2I689,7,1.1.1.1
O33174,7.9,2.4.2.8
J9RYI6,6.75,1.3.1.75
Q92MJ1,8,2.3.1.35
A4UU76,7.5,3.1.3.8
B2ZAA4,8.75,1.1.1.42
Q4R1C4,4,3.2.1.165
Q9X8R1,7.4,3.5.1.9
H9NJ43,7.5,1.1.3.6
O33363,9,3.1.1.-
P48318,8.25,4.1.1.15
P58764,8.5,2.7.10.2
Q9XBQ8,8,5.4.3.2
P14769,6,2.4.1.87
C0ZPW5,7,1.1.3.6
Q9F1X7,7.5,2.7.2.1
Q58247,7.35,3.1.4.56
P31663,10,6.3.2.1
G2IKV5,10,1.2.1.67
P72010,6.8,1.1.1.261
B9VSZ3,5.5,3.2.1.8
P31755,7.5,2.4.1.232
Q9ULC6,8,3.5.3.15
Q13393,6.9,3.1.4.4
A0A077JN67,7.75,1.4.3.3
D5EXI2,6,3.1.1.-
Q8RQQ0,8,1.14.13.29
P9WI55,7.5,3.6.1.1
Q9NPI5,7.5,2.7.1.173
P51690,7,3.1.6.1
P00962,7.233,6.1.1.24 ; 6.1.1.18
P18644,7.5,2.1.1.230
C0HM52,7.75,6.5.1.3
P9WNW9,7.2,1.1.1.23
P56744,8.5,4.1.1.86
O09173,6.1,1.13.11.5
Q5G1U0,7,1.1.1.40
P07288,7.6,3.4.21.77
P33436,7.5,3.4.24.24
B2B3C0,4,3.2.1.78
Q9X0V7,7,2.4.1.-
Q8IXK2,7.4,2.4.1.41
C6L7V8,7.5,2.3.1.217 ; 2.3.1.219
Q70E78,7.5,3.1.3.8
D1A807,3,1.11.1.19
B2Y0K4,8.2,4.1.2.8
P53350,7.6,2.7.11.21
Q4W1X2,7,5.4.99.9
A3MWU9,10,1.1.1.37
O93647,5.25,3.2.1.1
Q0ZB96,8,2.3.1.30
Q9UJ68,7.4,1.8.4.11
P47228,8,1.13.11.39
J9VKS8,7.5,2.7.1.158
B0LDU5,8,2.3.1.212; 2.3.1.74
Q1XHL7,7.5,2.7.11.14
B1PHD1,7,1.17.1.5
Q8GED9,8,1.3.3.13
P44862,8,4.2.1.126
A0A0K0Q1Y2,8,3.1.1.1
A0SHR2,6.5,5.3.4.1
B5L6N2,5.5,3.2.1.14
A1SCS9,5.5,4.2.2.17
Q9ZBU1,7.5,1.1.3.41
Q92LF6,7.1,1.14.11.56
P0A6R0,7.15,2.3.1.180
Q920N9,7,1.1.1.10
Q9Y802,8,1.14.11.65
A0A2K9Y5T7,6,1.1.1.27
A4CYJ9,7.8,1.1.1.87
Q68SL7,6.5,2.3.1.87
A0QVM9,7.5,3.1.4.59 ; 3.1.4.60
P0AC98,6,
Q7XR61,8.5,2.7.1.100
D8IU13,7.5,2.7.7.59
G2QVH7,4.5,3.2.1.4
A1A278,5.3,3.2.1.78
A0A2Z5U248,6,1.1.5.8
P71016,8,1.2.1.8
A0A192YD12,7.5,2.5.1.21
P08432,7.5,4.1.1.17
D3EIG6,8,2.1.1.224
O05927,8.5,1.8.4.10
P48534,7,1.11.1.11
B3VI58,8,3.4.21.83
D0QYM5,7,2.4.1.175 ; 2.4.1.226
P0CH62,8,3.7.1.11
Q9X0I6,8,3.1.26.3
P14407,6.9,4.2.1.2 ; 4.2.1.34
Q63276,7.8,2.3.1.65; 3.1.2.2; 3.1.2.27
Q88NN6,7,1.1.1.203
P20035,7.4,2.4.2.8
Q6TGN2,8.5,1.4.3.3
T1WW77,6,1.1.1.195
A0A1C9V3R0,5,4.1.2.10
Q9UWY6,6,2.5.1.42
A0A0H3LLR0,7.5,1.14.13.114
Q3IG38,8,5.3.1.4
O35795,7.4,3.6.1.5
Q9FRL8,7,1.8.5.1
I3QNT0,6,3.5.1.24
B2KJ46,4.5,1.1.1.1
P0AGJ9,7.5,6.1.1.1
Q59185,9.25,3.4.21.53
O32001,7.5,3.1.-.-
O23234,7,2.1.1.-
Q5A6L6,7.5,2.4.1.198
Q8J0Q0,6,3.2.1.209 ; 3.2.1.113
P0CC03,8,2.8.2.n2
B6RB01,8.5,2.5.1.18
Q4WQS0,3.5,3.2.1.18
Q05599,8.9,2.7.1.156; 2.7.7.62
Q38EV2,7.5,2.7.3.3
Q9I530,7.5,1.1.1.28
A0A7G1H6X8,7,1.13.11.40
Q13057,8,2.7.1.24
Q9FRX6,5.7,1.21.3.6
P0AGJ7,7.5,2.1.1.207
A3RL54,6.5,
R9W5L0,5.25,3.2.1.40
P28784,8,3.4.22.37
Q02253,8,1.2.1.27
Q6XVW8,7.9,7.4.2.8
Q8L3A9,8,1.2.1.58
A7GXH2,7,1.7.99.1 ; 1.7.2.2
Q5FSJ2,7,3.1.1.2
C4M387,7,2.7.4.21
O50094,6.25,2.4.1.18
Q9YEU4,7.5,1.1.99.6
Q60187,5.2,
A0A1W5X0D5,9,
P99106,9.2,1.1.1.205
Q9WYX6,7.5,3.5.5.7
A0A0E4AYE7,7,5.5.1.-
Q96UG7,7.5,4.2.1.66
H7CE84,8,2.5.1.-
Q9UHJ6,8.5,2.7.1.14
Q3TFD2,7.1,2.3.1.67 ; 2.3.1.62 ; 2.3.1.23
Q47RA9,8.375,1.5.1.40
L0DSL2,7,1.7.2.2
Q55145,7.8,2.5.1.62
H9NJ52,7.5,1.1.3.6
Q3IW04,8.5,5.1.3.31
A5A8M5,6.5,2.4.1.7
P9WGZ3,7.4,3.1.26.5
F7J663,5,3.2.1.8
A0A193AU77,4.5,2.4.1.120; 2.4.1.136; 2.4.1.170; 2.4.1.177; 2.4.1.194; 2.4.1.81
D0VYQ9,8.75,3.4.21.62
A0A0U1URV4,7.5,1.14.13.33
P0A6W0,7.75,3.5.1.2
P28327,7.5,2.7.11.14
O65782,8.1,1.14.14.45
Q8IJS1,7.4,2.4.2.22 ; 2.4.2.8
Q3S3F7,7.2,2.8.2.15 ; 2.8.2.2
Q5W5U3,8,2.7.1.1
P50613,7.4,2.7.11.23
Q8GV51,7.2,3.2.2.22
A0A1S7IUL2,4,1.-.-.-
Q7SIB5,7,3.5.3.3
Q92AS9,6,3.2.1.21
Q92947,7.7,1.3.8.6
Q15208,7.5,2.7.11.1
E5Y8P9,9.5,1.2.1.81
G7X8S6,8,3.5.5.5
Q49164,8.5,
Q6F3I3,7,1.13.11.52
D0TZF0,6.5,3.2.1.68
Q02745,6.5,2.4.3.4
Q9LEL6,7.5,2.1.1.128
P28523,8,2.7.11.1
Q9I0Q0,8,1.14.13.182
A0A1W6GW06,7,4.2.3.199
A7TVD4,7.8,3.2.1.8
A0A7G7Y0T8,7,1.4.3.12
V5YT97,8,3.1.1.22
Q02890,7.2,3.5.1.52
Q9FY03,6.1,3.1.1.11
A0A218NGS0,6.5,1.14.14.104
P76041,7.5,2.4.1.352
A0A1A9GS29,6.5,2.7.4.1
I6M1A2,7,3.2.1.8
P0C0X1,8,2.5.1.15
O95749,7.45,2.5.1.29
H2ER12,7.5,1.6.2.4
Q988B7,9.2,1.1.1.107
Q6WNR0,8,1.14.14.90
D4Q9Z4,7.4,2.4.1.272
O04862,9,2.5.1.15; 2.7.6.3
P23721,8.1,2.6.1.52
P11759,7,1.1.1.132
G3GCC6,7,3.5.2.6
P56947,8.2,6.3.2.29; 6.3.2.30
Q2V621,7,3.2.1.20 ; 3.2.1.207 ; 3.2.1.106
Q6JE91,9,2.6.1.77
P77172,7.5,3.1.4.52
Q70G56,8,5.3.1.4
O14569,6.5,7.2.1.3
E7FUC9,9.6,6.3.2.13
O34215,5,1.1.99.3
A0A0K2X0F2,6,2.3.1.81
R4UMR3,6,3.2.1.17
Q5DIE3,6,3.2.1.4
B3A003,8,3.2.1.17
P09107,5,3.2.1.1
A9QXE0,8,3.5.5.1 ; 4.2.1.66
P34227,8.5,1.11.1.25
P08144,7.35,3.2.1.1
Q4U3F7,7.7,4.2.3.23
Q9U8X2,8,2.3.1.30
Q9NR71,7.5,3.5.1.23
Q96VT0,5.5,3.1.3.26
P9WIL5,7.8,6.3.2.1
P93671,6,2.4.1.207
O04529,7.5,3.4.24.-
P17248,7.5,6.1.1.2
O23674,7,2.3.1.-
P22680,7.2,1.14.14.23
Q96GA7,8.3,4.3.1.17
F6GU50,8.5,1.17.1.4
P0C7A9,8,3.4.24.-
Q88U67,6,4.1.2.9
Q980N1,5.5,1.1.1.34
A0A380YS77,6.5,3.2.1.18
P27125,7,
Q08649,7.55,2.3.1.48
S5RVR8,4.5,1.1.99.18
Q2HQS4,8.5,1.2.1.9
P27550,8.5,6.2.1.1
Q9LAJ2,6,3.2.1.4
A0A1B1NX89,7,3.2.1.51
A0A6B9R6D5,7.5,1.14.14.148
Q9HLQ2,7.75,3.1.3.18
Q9A3Q9,8.5,2.6.1.-; 2.6.1.18
P38793,8,2.1.1.228
Q45NF5,6,1.14.18.1
Q45087,9,3.1.-.-; 3.1.3.-; 3.1.4.-; 3.1.6.-
Q9X273,6.6,3.2.1.4
P14697,8,1.1.1.36
P9WMS7,7.5,6.3.5.2
Q8H0D3,8.25,2.1.1.159 ; 2.1.1.160
O22975,7.5,2.3.1.51
P9WMW5,8,2.7.8.35
P42068,8.7,3.5.3.8
Q4D193,5.5,2.7.2.3
O31608,6.25,3.2.1.17; 4.2.2.n1
Q9JHG1,7.4,2.4.1.198
L7N6A5,7.5,2.7.7.13
C9E9M9,5,3.2.1.21
Q8T1C6,7.8,2.4.1.229
F4IH31,7.5,3.1.31.-
A0A1E1GL87,5,1.1.5.9
Q9RA05,5.5,1.1.1.n4
T1WE96,9,3.2.1.1
Q0DI55,8,2.3.2.15
C1LT16,8.5,2.7.2.3
A0A1B1FIZ1,7,3.1.1.7
Q51424,8.5,3.1.21.10
A0A2Z5VC92,6,2.4.1.136
Q8GAX0,8.5,1.1.1.41
Q8ZHG8,7.5,4.1.1.19
Q12556,7.5,1.4.3.22
B2KPR3,7.5,2.1.1.50
Q4WYG3,7.5,2.5.1.80
Q92830,8,2.3.1.48
D0VP31,11.5,4.2.2.2
Q3V6C9,6.5,3.1.1.73
P32277,7,6.5.1.3
A0A4Y1WAR4,8.5,1.2.1.12
A0A0C7ADU5,7.5,2.7.7.65
Q12R32,3.75,3.4.23.1
Q02190,7.5,1.3.7.3
P9WIB1,7,3.1.4.3
P34896,7.9,2.1.2.1
Q93UV0,7.625,2.3.1.50
P23368,7.4,1.1.1.38
P38604,7,5.4.99.7
Q94C05,5,3.2.1.26
Q9P999,5.5,3.2.1.177
Q6XZC1,7,2.8.2.1
D3ZMY7,6.5,2.7.1.77; 3.1.3.5; 3.1.3.99
P07650,6.5,2.4.2.4
Q4WV44,7,2.4.1.-
P48637,8.2,6.3.2.3
O15496,7.4,3.1.1.4
P86100,4.5,3.2.1.35
D4GZM5,7.5,2.7.7.85
Q1K5M0,6,3.2.1.4
Q9RLB8,6,3.1.1.117
P97501,8.5,1.14.13.8
A0A0M4N5N7,6,4.2.2.11
O61122,7.5,2.7.11.1
K4QXN8,7.5,1.14.13.248
P57093,7.5,1.14.11.18
P9WQI3,7.5,7.5.2.-
P41793,7,1.2.1.10
P32920,6.8,4.1.1.37
A0A1B1Y261,8,3.2.1.157
B1VN93,7,2.3.1.277
O65258,6,3.2.1.2
P20132,8.15,4.3.1.17
A0A3D8J648,8.5,1.4.1.1
P97030,7.2,1.17.99.6
N0DT23,9.5,1.2.1.47
Q78J03,9,1.8.4.12
Q7KZF4,7,3.1.31.1
F8JYW1,7.5,1.14.11.55
L8B3Z6,9,4.2.2.11
Q9AIV2,6,3.2.1.135
B8ZV93,8.8,5.4.3.6
O82560,7.5,6.3.1.2
P96463,6,3.2.1.55
G9M9M4,7.2,1.14.11.61; 1.14.11.62
Q8GR90,8.5,2.3.2.13
Q8REE6,8.5,5.1.1.3
Q8IKU0,8,1.1.1.49; 3.1.1.31
Q0D9C4,7.5,1.11.1.6
A7AW73,8,1.8.1.9
Q9ZV40,5.2,2.4.1.207
A0A125S6K8,5.5,1.13.11.12
A0A251UZF1,7.5,4.2.1.2
Q73KK9,8,6.3.2.49
A9CJL8,7.2,1.5.5.1
P25576,10,2.7.7.1
Q5F6P7,7.5,3.5.1.28
E9QYP0,7.5,1.14.13.195
O48944,8,2.3.1.180
D0E8I5,6.9,1.13.11.78
G4VV60,6,4.2.1.92
C1I208,8,1.2.1.61
Q5SKR5,7.6,2.7.1.48
O04373,8,3.5.1.-; 3.5.1.127
A0A173DUJ5,6.5,3.2.1.41
G1JRK8,6,5.3.1.4
A0A346PXS9,6.5,3.2.1.8
O60760,8,5.3.99.2
Q4QEB3,6.9,1.7.1.7
P90518,7.255,6.3.1.8
Q9HTD7,8,4.3.1.1
P79076,6.5,1.1.3.10
P37831,6,1.13.11.58
Q92394,7.5,3.2.1.1
Q9BXI3,7,3.1.3.5; 3.1.3.89; 3.1.3.99
Q9V262,8,3.5.1.1
O50131,6.75,2.6.1.13
B9VU66,9,4.3.1.24
P56926,7.2,6.1.1.18
U6A566,10,3.1.3.1
Q9Y119,7.5,2.4.1.15
Q9LZI2,7,4.1.1.35
A0A6N3IN21,8.5,4.3.1.17; 4.3.1.19; 5.1.1.3
P16116,6.9,1.1.1.188 ; 1.1.1.21
A0A191W0D9,7.5,5.3.1.4
Q00017,6,3.1.1.86
A0A0C6EUC4,7,1.1.1.219
H9B8T5,8,3.5.1.87
A0A0H2ZF87,7.5,2.1.1.200
C0HK20,7.5,
A8CF74,7,1.14.19.60
P57706,7.6,2.1.1.216
K0DG62,7.5,2.7.3.3
Q90WM0,8,3.1.21.1
O81893,7.5,2.7.1.159
Q86EI1,8,6.3.1.2
Q8W033,9,1.2.1.3
P0A6L4,7.5,4.1.3.3
A8QCW4,5.5,3.1.1.79
P30793,7.7,3.5.4.16
D3ZUA0,8,1.5.1.5
Q8DPI4,8,2.7.1.32
A0A0M4J2R3,8.8,1.1.1.331
